-0.012791 0.487500 20.3411
-0.012791 1.462500 20.3411
-0.012791 2.437500 20.3411
-0.012791 3.412500 20.3411
-0.012791 4.387500 20.3411
-0.012791 5.362500 20.3411
-0.012791 6.337500 20.3411
-0.012791 7.312500 20.3411
-0.012791 8.287500 20.3411
-0.012791 9.262500 20.3411
-0.012791 10.237500 20.3411
-0.012791 11.212500 20.3411
-0.012791 12.187500 20.3411
-0.012791 13.162500 20.3411
-0.012791 14.137500 20.3411
-0.012791 15.112500 20.3411
-0.012791 16.087500 20.3411
-0.012791 17.062500 20.3411
-0.012791 18.037500 20.3411
-0.012791 19.012500 20.3411
-0.012791 19.987500 20.3411
-0.012791 20.962500 20.3411
-0.012791 21.937500 20.3411
-0.012791 22.912500 20.3411
-0.012791 23.887500 20.3411
-0.012791 24.862500 20.3411
-0.012791 25.837500 20.3411
-0.012791 26.812500 20.3411
-0.012791 27.787500 20.3411
-0.012791 28.762500 20.3411
-0.012791 29.737500 20.3411
-0.012791 30.712500 20.3411
-0.012791 31.687500 8.5207
-0.012791 32.662500 20.3411
-0.012791 33.637500 20.3411
-0.012791 34.612500 20.3411
-0.012791 35.587500 20.3411
-0.012791 36.562500 20.3411
-0.012791 37.537500 20.3411
-0.012791 38.512500 20.3411
0.011628 0.487500 9.7646
0.011628 1.462500 9.6935
0.011628 2.437500 8.7410
0.011628 3.412500 8.4749
0.011628 4.387500 7.7111
0.011628 5.362500 5.8913
0.011628 6.337500 4.6717
0.011628 7.312500 3.9924
0.011628 8.287500 4.7671
0.011628 9.262500 4.7766
0.011628 10.237500 4.5443
0.011628 11.212500 5.2864
0.011628 12.187500 5.6684
0.011628 13.162500 6.2962
0.011628 14.137500 6.8186
0.011628 15.112500 7.3145
0.011628 16.087500 7.1638
0.011628 17.062500 6.9993
0.011628 18.037500 7.4924
0.011628 19.012500 7.4033
0.011628 19.987500 7.7065
0.011628 20.962500 8.1242
0.011628 21.937500 20.3411
0.011628 22.912500 20.3411
0.011628 23.887500 20.3411
0.011628 24.862500 20.3411
0.011628 25.837500 20.3411
0.011628 26.812500 20.3411
0.011628 27.787500 20.3411
0.011628 28.762500 20.3411
0.011628 29.737500 20.3411
0.011628 30.712500 20.3411
0.011628 31.687500 20.3411
0.011628 32.662500 20.3411
0.011628 33.637500 20.3411
0.011628 34.612500 20.3411
0.011628 35.587500 20.3411
0.011628 36.562500 20.3411
0.011628 37.537500 20.3411
0.011628 38.512500 20.3411
0.036047 0.487500 10.4248
0.036047 1.462500 9.9041
0.036047 2.437500 8.7984
0.036047 3.412500 8.7962
0.036047 4.387500 8.2454
0.036047 5.362500 7.0150
0.036047 6.337500 6.2429
0.036047 7.312500 5.4343
0.036047 8.287500 5.1226
0.036047 9.262500 4.8519
0.036047 10.237500 4.7514
0.036047 11.212500 5.6220
0.036047 12.187500 5.9655
0.036047 13.162500 6.0807
0.036047 14.137500 6.3794
0.036047 15.112500 6.3059
0.036047 16.087500 6.0604
0.036047 17.062500 6.0410
0.036047 18.037500 6.0775
0.036047 19.012500 6.1754
0.036047 19.987500 6.4831
0.036047 20.962500 7.0248
0.036047 21.937500 7.3337
0.036047 22.912500 7.4433
0.036047 23.887500 20.3411
0.036047 24.862500 20.3411
0.036047 25.837500 20.3411
0.036047 26.812500 20.3411
0.036047 27.787500 20.3411
0.036047 28.762500 20.3411
0.036047 29.737500 20.3411
0.036047 30.712500 20.3411
0.036047 31.687500 20.3411
0.036047 32.662500 20.3411
0.036047 33.637500 20.3411
0.036047 34.612500 20.3411
0.036047 35.587500 20.3411
